foerster,wolf,text
F0348,W351,"
Ἀνατολίῳ. (358)
1. Επειδὴ σὺ μὲν φῄς ὡς ἥδιστα ἐπιτιμᾶσθαι, τοῦ δὲ
ἐπαινεῖν τοὺς ἀγαθοὺς ἔρως ἐμοί, καὶ σοὶ καὶ ἐμαυτῷ χα ριοῦμαι τὰ μὲν ἐπαινῶν, τὰ δὲ ἐγκαλῶν. 2. δώσει δὲ ἀμφοῖν
ἀφορμὴν ἃ περὶ Τουσκιανὸν πέπρακταί σοι. ὡς γὰρ ἁψάμενος τῆς ἀρχῆς ἐκάλεις τὸν ἄνδρα καὶ πάρεδρον ἐποιοῦ,
διέθει τὰς πόλεις ὁ λόγος τοῦ ἔργου καὶ τόπος οὐδεὶς ἦν ὃς
οὐ τοῦτο εἶχεν, ὅτι νῦν δικαία πενία κομίζεται τοὺς
 μιδθούς. ὀ δεῖνα τὸν δεῖνα κέκληκεν εἰς Παιονίαν
ἀπὸ Φρυγίας, ὅτι καιρὸν εἰς πλοῦτον πάλαι λαβὼν
ἀπῆλθεν ἔχων ἔπαινον ἀντὶ χρημάτων. 3. ὠς δὲ ἐν
θαυμάζουσιν οὐ τοῦτο ἐποίουν μόνος, οἱ δὲ ἐζήτουν ἀνθ’
ὅτου, τοὺς γενναίους ἔφην ἐπειδὰν εὕρω τι γενναῖον
 δρῶντας, οἷον ἣ τὸν Θέτιδος υἱὸν ἣ τὴν Ἀθηναίων
πόλιν, ἃ προσεδόκων ὁρῶν οὐκ ἀνίσταμαι πρὸς
βοήν, ἐπεί τοι καὶ πρὸ τῆς κλήσεως, εἴ τις ὃν καλέσεις
ἤρετό με, τοῦτον ἂν ὃν κέκληκας εἶπον. 4. ἔμελλες γὰρ δήπου ζητήσειν ἀγχίνουν, ῥητορικόν, εἰδότα πονεῖν, εἰδότα φιλεῖν, εἰδότα λέγειν, ἐπιστάμενον σιγᾶν, πάλαι δὴ πεπαιδευμένον πενία συνοικεῖν. ταῦτα δὲ ἡμῖν ὁ Τουσκιανὸς οὗτος,
ὃς ἧκεν ἡμῖν σοῦ πέμποντος. ἤδη γὰρ εἴσεισιν ὧν ἐρᾷς. ταῦτα
δέ ἐστιν ἐγκλήματα. 5. ὡς δ’ οὖν ἧκε καὶ διηγήσατο τῆς ἀρχῆς τοὺς νόμους, ἥσθην μὲν ἄνδρα φίλον ἰδών, ἐφ’ ᾧ δὲ
ἦχοι μαθεῖν ἐθέλων ἤκουον. ἆρ᾿ ἂν ἀνάσχοιο τιμωμένης τῆς
Ἀληθείας; οὐδὲν ἱερόν φασι. 6. καίτοι Τουσκιανὸς ἐσέμνυνε
τοῦ πράγματος τὴν φύσιν, εμοὶ δὲ ἐδόκει τῆς Τουσκιανοῦ
φύσεως οὐκ ἄξιον εἶναι τὸ πρᾶγμα. καὶ μαχόμενον ἐξήλεγχον.
τοὺ χειμῶνος δὲ μεσοῦντος δέλτος ἧκε φέρουσα αὐτῷ πλείω
τροφήν, εἰ δὲ βούλει, καὶ αξίωσιν, καλὰ μέν, ἀλλ’ ἔτι τῆς σῆς
δυνάμεως καὶ τῆς ἐμῆς ἐπιθυμίας ἐλάττω. 7, Τουσκιανῷ μὲν
γὰρ οὐδὲν ὅ τι τούτων οὐ μέγα, δεῖ δὲ καὶ κατ’ αὐτό γε
τοῦτο πρός τι μέγα τὸν ἄνδρα προβῆναι, διότι πᾶν αὐτῷ τὸ
παρὰ σοῦ μέγα. νῦν μὲν γὰρ κἂν σκῶμμα δέξαιτο τρεφόμενος ἐκ βασιλέως ἐν ἀργίᾳ, πάντως δὲ οὐκ ἀγνοεῖς, ὅ τι τοὺς
τοιούτοις καλοῦμεν· εἰ δ’ ὧν ἄξιός ἐστι τύχοι, σχῆμα πρόσεισι
τῇ τροφῇ. 8. ἐργαζέσθω οὖν, ὦ ’γαθέ, καὶ ὅπως γε μὴ τὸ
ἔργον χεῖρον ἔσται τῆς ἀργίας. σὺ δ’ εἰ μὲν οὐκ ἔγνωκας αὐτὸν οἱ δεῖ προσάγειν, ἀδικεῖς ἀνὴρ οὕτω συζῶν τῇ δίκη· εἰ δὲ
οἴει δεῖν ἅ φαμεν ποιεῖν, μὴ μέλλε πειθόμενος Αἰσχύλῳ καὶ
 ἔτι πρότερον Ἡσιόδῳ. 9. καὶ μὴν οὐδ’ ἐκεῖνό γε παρήσω·
τὸν ἄνδρα ἰδὼν μιᾷ χλαμύδι Ἄι πρὸς ψῦχος μαχόμενον καὶ
πρὸς ὄμβρον ἀγωνιζόμενον καὶ πρὸς πηλὸν παραταττόμενον,
ἠρώτων εἰ καὶ τοῖς παιδίοις ἀνθ’ ἱματίων ἡ δόξα τοῦ πατρὸς εἴη. 10. τοῦ δ’ ἐρυθριάσαντος καὶ σὺν γέλωτι μεμνημέ νοῦ Λυσάνδρου τινὸς καὶ Διονυσίου, τοῦ μὲν δόντος, τοῦ δὲ
οὐ λαβόντος ἔφην αὐτὸν οὐκ εἰδέναι χαλεπὸν αὑτῷ παρασκευάζοντα τὸ γῆρας 11. ἐκεῖνον μὲν οὖν ἀφίημι, σοὶ δὲ παραινῶ
ποιῆσαι Τουσκιανῷ τὰ πράγματα βελτίω. πρέποι γὰρ ἂν τῷ
μὲν στέργειν τὴν πενίαν, ἔστι δὲ ῥᾷστον τοῖς ὑπάρχοις ὑμῖν
 τὴν τοῦ Δῖός μιμήσασθαι νεφέλην, ἀφ’ ἧς ἐκεῖνος ὗσε Ῥοδίοις χρυσόν. 12. καὶ δὴ καὶ ὑμῶν βουλομένων γένοιτ’ ἂν
εὐπορία καθαρεύουσα ψόγου. τοῦτο δὲ ἤδη πραττέσθω πρὶν
ἀρχῆς τινος λαβέσθαι Τουσκιανόν, ὡς ἐν ἐκείνῳ γε λιμώττειν
ἐθελήσει.
"
F0349,W352,"
Κληματίῳ. (358?)
1. Ὡς ἡδίστη γε ὑμῶν ἡ συνουσία τῶν μὲν σῶν ἔργων, ἃ
μετὰ τοῦ δικαίου πράττεις, ὁρωμένων, Ἰουλιανοῦ δὲ τῶν αὑτοῦ διήγησιν ἔχοντος, ἃ καὶ αὐτὰ σὺν τῷ δικαίῳ πάντα
ἐπράττετο. καί μοι δοκεῖτε, σὺ μὲν ἐοικέναι παλαιστῇ διὰ πόνων ἐπειγομένῳ πρὸς στέφανον, ὁ δὲ ἐν στεφάνῳ πάλαι.
2. καὶ δέδοικα δὴ μὴ τὴν Αἴγυπτον οὗτος ἀφείς, εἰς ἣν πέμπεται μοχθήσων οὐκ ἐπὶ κέρδει, σοί γε παρακαθήμενος διαλέγηται πράγματα μὲν φεύγων, φίλοις δὲ χαίρων πλέον ἢ πράγμασιν ἕτεροι. 3. ἀλλὰ σὺ κίνει τε καὶ παρακάλει. πιστεύω γὰρ
τὴν περὶ τὰ πλοῖα ταύτην φροντίδα δείξειν ἡμῖν τὸν ἄνδρα
κυβερνήτην ἐθνῶν.
"
F0350,W353,"
Σεβαστιανῷ. (358?)
1. Εἰ καὶ μὴ πρότερον ἠπίστω, τίς τοὺς τρόπους Ἰουλιανός, ἐξῆν γε τῷ παρόντι τὸν ἄνδρα ἰδεῖν. ὅτε μὲν γὰρ ἦν ἐκ
τοῦ τῶν Αἰγυπτίων λιμένος φέρεσθαι χρυσόν, οὐδεὶς ἑώρα
τοῦτον· ἐπεὶ δὲ τὰ κέρδη ἑτέρωσε τέτραπται, δεῖται δὲ ἀνδρὸς
ὁ σῖτος ἄμισθον εἰσοίσοντος τὴν ἀρετήν, ἐνταῦθα ἐπαινεῖται
καὶ πέμπεται. καὶ τίς δὴ τοῦδε χρησιμώτερος; καὶ πολλὰ
τοιαῦτα. 2. Ἰουλιανὸν δὲ τὸ μὲν ἐρᾶν ἠσυχίας καὶ τὸ μὴ
 κοῦφον ἄγειν γυναικὸς ἀφεστάναι καὶ παίδων ἔπειθε μένειν,
τοῦ δὲ μὴ δόξαι τοῖς ἀπείροις αὑτοῦ φεύγειν τὸν πόνον διὰ
τὸ μὴ λαβεῖν ἐνεῖναι, μετὰ μὲν δακρύων, ὅμως δὲ ὐπέστη
τὰς ὁλκάδας ἐμπιπλάναι. 3. ὁρῶν δὲ αὐτὸν ἀνιώμενον ἀνέμνησα σοῦ καὶ παῦσαι ἔφην ἀχθόμενος ἐν Αἰγύπτῳ Σε βαστιανός ὁ δὲ εὐθύς τε ἐμειδίασε καὶ ῥᾴων ἦν. ὑπὸ δὲ
τῆς λύπης οὐδ’ αὐτὸ τοῦτο εἶχεν ἐννοεῖν, ὡς ὄψεταί σε μετὰ
τοῦ Νείλου. γενοῦ δὴ πάντα ἀνδρὶ καὶ πένητι καὶ δικαίῳ
καὶ φίλῳ.
"
F0351,W354,"
 Φλωρεντίῳ. (358/58)
1. Πόλλα μὲν ἡμῖν τὰ πράγματα καὶ μόλις ἀναπνεῖν ἐῶντα,
νέων ἔξω πλῆθος, ὁ τοῦ γράφειν ἔνδον πόνος, φίλων δυσκολίαι χρῄζουσαι βοηθείας, τὰ μὲν θεραπευόμενα, τὰ δὲ κινούμενα. 2. τουτὶ δὲ τὸ πλῆθος σιτίων μὲν ἡμᾶς πολλάκις ἀπέ στῆσε, καί που καὶ ἠμέλησα τροφῆς ὑπ’ ἀσχολίας, τὴν δὲ τοῦ
καλοῦ Φλωρεντίου μνήμην οὐδὲν πώποτε οὐτ’ ἐξέβαλεν Οὔτ
ἐμάρανεν, ἀλλ’ ἀνθεῖ τοῦτο παρ’ ἡμῖν καὶ τέθηλε καὶ τὸ περὶ
σοῦ τι λέγειν ἐν πανηγύρεως μέρει τὸ πρᾷον ἐπαινούντων,
τὸ βέβαιον τῶν τρόπων, τὴν ὀξύτητα τοῦ νοῦ, τὸ τιμᾶσθαι
τὴν Ἀλήθειαν, τὸ τοὺς ἀγαθοὺς ἐν οἷς ἄξιον εἶναι. 3. τοιαῦτα
ᾄδομεν ἐρίζοντες ὅστις ἐρεῖ πλείω, καὶ τὸ μέγιστον, μείζων ἡδονὴ περὶ σοῦ τι κάλλιον εἰπεῖν ἢ παρ’ ἄλλων ἐπαίνου
τυχεῖν· οὕτως ἕκαστος πρὸ αὑτοῦ σε πεποίηται. 4. τὸ μὲν οὖν
ἥδιον ἦν αὐτὸν ἔχειν ὁρᾶν, μικρὸν δὲ οὐδὲ ὁ δεύτερος πλοῦς,
ἐπιστολὴν τὴν μὲν πέμψαι, τὴν δὲ λαβεῖν. μόνος δὲ σὺ καὶ
μὴ γράφων οὐκ ἀνιᾷς. οὐδὲ γὰρ τοῦτο μεταβολῆς σημεῖον,
ἀλλὰ καὶ σιγῶν θαρρεῖν δίδως τοῖς φίλοις ὡς τῆς γνώμης ἐν
ὁμοίῳ μενούσης.
"
F0352,W355,"
Σπεκτάτῳ. (358/58)
1. Οἷς οὖν ἐμαυτὸν τέρπω, τί οὐ καὶ πρὸς σὲ λέγω; τέρπω
τοίνυν ἐμαυτὸν ὁρᾶν τε τὰ σὰ δοκῶν καὶ φθεγγόμενος ἐφ’
ἑκάστῳ· νῦν ἡμῖν ὁ Σπεκτάτος οὐ πόρρω βασιλέως,
νῦν ἐγγύτατα, νῦν παρ’ αὐτῷ διηγεῖται τὴν
ὡς τὸν Πέρσην ὁδόν, ποταμοὺς οὓς διέβη, γῆν ἣν
ἐπῆλθεν, ἔθνη, δίαιταν, τοὺς περὶ ὧν ἐπρέσβευε
λόγους. 2. ὀ δὲ ἡμέρῳ τε τῷ προσέπῳ καὶ μηνύοντι
 τὴν ἡδονὴν ἐπαινεῖ τὸν ρήτορα καὶ τιμὴν αὐτῷ ζητῶν οὐχ εὑρίσκει μείζονα τοῦ πέμψαι πάλλιν. 3. ὁ δὲ
μόλις μέν, ἀναμιμνήσκεται δὲ σοφιστοῦ τινος οἰκείου, ᾧ λαμπρὰ μὲν ὑπισχνεῖται, πράττει δὲ οὐδὲ
μικρὰ πείθων αὑτὸν ὡς ἀρκεῖ τε γελάσαι καὶ φιλῆ σαι κεφαλήν, καῖ τὸ ἔγκημα λέλυται. 4. τοισῦτα μέν
ἐστιν ἐφ’ οἷς τὰ μὲν ὑπερχαίρω, τὰ δ’ αἰτιώμενος οὐκ ἄχθομαι,
ἐπεὶ καὶ τὸ πέπερι μάλιστα μὲν ἐλπίσας, ἥκιστα δὲ λαβὸν
πάνυ γελῶ μαθητὴν ὁρῶν σε τοῦ στρατηγοῦ Χάρητος, ὅσα
γε εἰς ὑποσχέσεις. 5. ἀλλὰ ἵππος ἐκεῖνος, ῳ Βασσια νὸν ἐδωρήσω, δείκνυσί με συκοφάντην. μάλιστά γε.
καὶ γάρ ἐστιν ἀπ’ ἐκείνων, οἷς ὁ Βορέας πρόγονος. τοιγαροῦν
δεῖται τοῦ Βορέου πρὸς τὸ κινεῖσθαι, κἂν μὴ σφοδρὸν ἐμπέσῃ πνεῦμα, κατὰ τοὺς λίθους μένει. 6. πιστεύω δὲ αὐτὸν
καὶ τὸ τοῦ Ξάνθου ποιήσειν, ὑπὸ πλήθους πληγῶν φωνὴν
 ἀφήσειν ἀνθρωπίνην· τοιαύτην ἡμῖν ἀρετὴν ἵππων ἐξεῦρες.
"
F0353,W356,"
Ἀρισταινέτῳ. (358)
1. Ἀπηλαύσαμεν ἀλλήλων ἐγώ τε καὶ Τουσκιανός, ἐγὼ μὲν
ἀκροώμενος τούτου, λέγοντος δὲ ἐκεῖνος ἐμοῦ, μᾶλλον δέ,
ἐπλεονέκτουν ἐγὼ καλλίονος ὧν ἐδείκνυον λόγων ἀκοῆς εἰλημμένος. 2. ἃ δὲ ἐποίησεν ἐνθάδε παραβάλλοντος ἐμοῦ τὸν
Στρατήγιον τοῖς ἐπὶ τῆς ἴσης ἀρχῆς—τί οὖν ἐποίησεν; ὠχρία
τε καὶ ἀπεπνίγετο καὶ ὅμοιος ἦν βαλλομένῳ καἰ τιτρωσκομένῳ
δεινὸν ποιούμενος, εἴ τις δόξει νενικηκέναι τὰ αὑτοῦ παιδικά,
τὸν Θαλάσσιον καὶ Λεόντιον καὶ τὸν νῦν τουτονὶ τὸν οὐ
μᾶλλον μέγα φθεγγόμενον ἡ μεγάλα ἐργαζόμενον. 3. ὥστε καὶ
ἔδοξεν ἐνίοις μέμφεσθαι τὸ μέρος ἀγνοοῦσιν, ὡς ὁ μάλιστα
χαλεπαίνων οὗτος ἦν ὁ μάλιστα θαυμάζων. εἰ μὲν γὰρ οὐχ
ἐώρα τὸ μέρος ἰσχυρόν, κἂν ἐγέλα· νῦν δὲ ἡ τοῦδε λύπη ρώμην ἐμαρτύρει τῷ λόγῳ. 4. ἂν οὖν καἰ παρὰ σοὶ πάσχῃ τι
τοιοῦτον ἐν μνήμῃ τοῦ λόγου, μή σε λανθανέτω τοῦτον νικᾶν
ψηφιζόμενος ᾧ φησιν οὐχ ἡδέως ἔχειν.
"
F0354,W357,"
Κληματiῳ. (358)
1. Ἆρ’ ἥσθη τις οὕτω ποτὲ γῆν μὲν ὀρύττων ἐπ’ ἄλλῳ τῳ,
χρυσῷ δὲ ἐντυχών, ὡς νῦν σὲ μὲν ἄρχοντα Ἰοβῖνος ὁρῶν, σὺ δὲ
τουτονὶ δεδεγμένος; 2. καλῶ δὴ τὸ μὲν σὸν εὐτυχίαν, τὸ τούτου δὲ ἀρετήν· ὁ μὲν γὰρ ἔδραμε τοσαύτην ὁδὸν τοῦ φίλον
ἰδεῖν, σοὶ δὲ ἥκει καθημένῳ πρᾶγμα τοσοῦτον. μᾶλλον δέ,
καὶ σὴν ἀρετὴν ὁ τούτου δεικνύει δρόμος, εἵπερ τὸν ἀγα θὸν εἰκὸς παρὰ τοιοῦτον ἑταῖρον τρέχειν. 3. ἃ δὲ συνόντες
ἐρεῖτε καὶ δράσετε, νομίζετε καὶ ἐμὲ τὸν ἀπόντα τὰ μὲν ὁρᾶν,
τὰ δὲ ἀκούειν, κινήματά τε καὶ σκιρτήματα γέλωτά τε πολὺν
ἐξ ἀμφοτέρων ῥέοντα καὶ μνήμην τῶν ἀρχαίων καὶ περὶ τῶν
παρόντων λόγους καὶ σκωμμάτων χάριν καὶ διήγησιν περί
 τε ἐμοῦ καὶ τῶν ἐμῶν, ὑφ’ ὣν μάλιστα δὴ κατέχεσθε καὶ
ὅθεν μόλις ἐκβαίνετε. 4. οἴκοι μὲν οὖν ἐξέστω Ἰοβίνῳ παίζειν ἃ πρότερον· εἰ δέ τι τούτων εἰς ἀγορὰν ἐξάγοι, λάμβανε
παρ’ αὐτοῦ δίκην ἣν καὶ παρ’ ἐμοῦ, διότι μὴ κύπτων εἰς γῆν
καὶ τρέμων ἐβάδιζον μετ’ ἀνδρὸς τὴν Παλαιστίνην ἄγοντος.
"
F0355,W358,"
 Παρνασίῳ. (358)
1. Ὅν ἐζήτουν ἔχω παῖδα σὸν καὶ παῖδά γε τοιοῦτον, ἐπιτήδειον τοῦτο λαβεῖν ἐφ’ ὅπερ ἥκει. ὡς γὰρ διεκωδώνισα τὸν
νεανίσκον καὶ προσῆγον βάσανον τῇ φύσει, ταχεῖαν εὕρισκον
ἁρπάσαι λόγων ὁδούς. 2, καὶ πρὸς Ἀχίλλιον — ὁ δὲ ἀνὴρ ἐξ
Ἀγκύρας ὢν τὰ μὲν εἰκότα τῇ πατρίδι πεπλήρωκεν, υἱεῖ δὲ
τῇδε πάρεσαν, ὃν ἔχει μόνον — πρὸς δὴ τὸν ἄνδρα τοῦτον
ἴφη ὅτι Παρνάσιος ἡμῖν ἀγαθοῦ ῥήτορος ἔσται
πατὴρ. 3. ἃ δὲ ἀνεμίμνησκες ἡμᾶς μουσεῖά τε ἐκεῖνα διεξιὼν καὶ τοὺς ἐν Ἀγκύρᾳ λόγους, οὔπω τοῖς γράμμασιν
ὁμιλῶν ἔλεγον πρὸς τὸν υἱόν. ὁ δὲ ἔφασκεν ἅπερ ἤκουσεν
ἐγγεγράφθαι. 4. τοσαύτη παρ’ ἐμοὶ μνήμη τῶν ἐκ ταὐτοῦ
κρατῆρος π πεπωκςοτων ἄλλως τε καὶ Γαλατῶν, οἷς ἀεί τι παρ’
ἐμοῦ πλέον, ὥστ’ οἴκοθεν οἴκαδε τοὺς σαυτοῦ πέμπεις καὶ οὐ
σὲ δεῖ μᾶλλον ἐμὲ παρακαλεῖν εἰς τὰ σὰ ἢ παρ’ ἐμοῦ σὲ κινεῖσθαι τῶν σαυτοῦ φροντίζειν.
"
F0356,W359,"
Στρατηγίῳ. (358)
1. Ἀλλὰ καὶ τοῦθ’ ἡμῖν ἐν μεγάλῃ δωρεᾷ τὸ μνησθῆναί τι
τῶν δεηθέντων καὶ ζητῆσαι τὰ γράμματα καὶ προελέσθαι
δοῦναι καὶ τὸ μὴ δεδυνῆσθαι δηλῶσαι. τοιαῦτα γὰρ δὴ τὰ σὰ
πρὸς τοὺς ὑπηκόους φάρμακα· ἢ δίδως αἰτηθεὶς ἢ τοῦ πράγματος οὐκ ἐῶντος ἀχθόμενος τῷ κεκωλῦσθαι τοὺς οὐ τυχόντας
εὐφραίνεις ὥσπερ λαβόντας. 2. καὶ νῦν οἱ ζητοῦντες τὸν σῖ τὸν ἀντ’ ἐκείνου τὴν ἐπιστολὴν ἔχοντες Αἴγυπτον ὅλην ἠγοῦνται κεκαρπῶσθαι. πρὸς δὲ τοὺς εἰδότας σε καλῶς τί χρῆν
ὀμνύειν ὡς ἔδωκας ἂν ἡδέως; ὁ γὰρ δὴ περὶ τῶν τοιούτων
ὅρκος ἡμῶν ἂν εἴη περὶ σοῦ πρὸς ἄλλους, ἀλλ’ οὐ σοῦ πρὸς
ἡμᾶς· οὕτως ἴσμεν ὡς ἔδωκας ἂν ἡδέως. 3. θάρρει δὴ περὶ
 τοῦ μέλλοντος· οὐ γὰρ ἀνήσομεν αἰτοῦντες, ἕως ἂν δοὺς
ἀπόθῃ τὴν ἀπὸ τοῦ μὴ δοῦναι λύπην.
"
F0357,W360,"
Μαξίμῳ. (358)
1. Εἴτε μὴ βοηθεῖς οἷς ἀξιοῦμεν, οὐχ Ἑλληνικὸν τοῦτο
 ποιεῖς, εἴθ’ οἷς ἀξιοῦμεν βοηθῶν μὴ προστίθης τὴν ἀπὸ τῶν
γραμμάτων χάριν, οὐκ ἐκείνῳ μᾶλλον εὐφραίνεις ἢ τούτῳ
λυπεῖς. καί μοι τῇ σιγῇ δεικνύεις ὡς ἐγὼ τῷ μὴ σιγᾶν ἐνοχλῶ. 2. τετολμήσθω δ’ οὖν καὶ τὸ παρόν, ἐπειδὴ κελεύει φίλος. τὸ κεφάλαιον δή μοι τῶν φίλων. Οὐράνιος γὰρ κοινωνεῖ μέν μοι τῆς περὶ τὴν ἀγέλην φροντίδος, κοινωνεῖ δὲ διαίτης καὶ λυπηρῶν καὶ τερπνῶν καὶ ὅλως τοῦ βίου, καὶ οὔτε
παρ’ ἐκείνῳ πρὸ ἐμοῦ τὰ τέκνα τῶν τε ἀδελφῶν ἐμοὶ τιμιώτερον ἐκεῖνος, ὥστ’ οὐδ’ ἂν δεξαίμην ἀγαθοῦ του τυχεῖν, οὗ
μὴ τὸ μέρος εἰς ἐκεῖνον ἀφίξεται. 3. τούτῳ γένος ἐστὶ παρ’
ὑμῖν, πάντες ἐπιεικεῖς καὶ πένητες καὶ δεόμενοι γνῶναι τὴν
πόλιν, ὡς οὐκ ἠμέληνται παρὰ σοί· τὸ γὰρ δὴ μικρὸν τοῦτο
μέγα τοῖς ἀσθενέσι πρὸς τοὺς εὐπόρους. 4. κατ’ ἄμφω δὴ
δοῦναί σε δεῖ τὴν χάριν, εἴτ’ ἔσωσας οὓς ἔμπροσθεν ἠξίουν
εἴτε μή. τὸ μὲν γὰρ ἂν εἴη τὸν αὑτοῦ νόμον τηροῦντος, τὸ δὲ
λύοντος αἰτίαν τῷ τελευταίῳ.
"
F0358,W361,"
Σπεκτάτω. (358)
1. Ἆρ’ ἐκείνων μέμνησαι τῶν λόγων, δι’ ὧν σε παρεκαλοῦμεν Ὁνωράτῳ τὰ εἰκότα σῶσαι; τί δέ, ὧν αὐτὸς ὑπισχνοῦ 15
λόγος ἐστί σοι; καὶ μὴν ἑτοίμως ἐπένευες Κυρίνου τε τὴν
ἱερὰν κεφαλὴν αἰδούμενος καὶ ἡμᾶς οὐκ ἀτιμάζων, ἔργον δὲ
οὐδὲν ὧν ἠκούομεν ὀρῶ. 2. καί σε γράφομαι κατ’ ἄμφω
τοῦτο μέν, εἰ φὺς ἐπιλελῆσθαι, τοῦτο δέ, εἰ μεμνημένος ὧν
οὐκ ἀμνημονεῖς ἀμελεῖς· τὸ μὲν γὰρ οὐ φιλοῦντος, τὸ δὲ καὶ
ὑβρίξοντος. 3. ἀλλ’ εἰ καὶ μὴ πρότερον, νῦν οἷος περὶ πολ λούς, καὶ περὶ ἡμᾶς φάνηθι τάχα οὐ δικαίους ὄντας ἐν πολλοῖς ἀριθμεῖσθαι. δοῦναί τε γὰρ ἕτοιμοι βουλομένῳ λαβεῖν
κἂν τὸ λαμβάνειν φεύγῃς, ὄψει μεμνημένους τῆς χάριτος.
4. πραττέσθω μὲν οὖν κἀκεῖνα τὰ μεγάλα μέν, ὡς ἡμῖν δοκεῖ, μικρὰ Γε, ὡς σοί. τουτὶ γὰρ οἶσθα πρὸς ἡμᾶς εἰπὼν ὡς
 μικρά τε ἐπαγγέλλοιμεν καὶ οὐκ ἔχοντα πόνον. συμπαρατήρει
δὲ καὶ τὸ μὴ γενέσθαι βλάβην ἡμῖν τὴν νῦν γε κλῆσιν, φασὶ
γὰρ κεκλῆσθαι πανταχόθεν ἐκεῖσε πάντας ὅσοι καθιστᾶσιν
ἐν ᾧπερ Ὁνωράτος. 5. καὶ δῆλοι ὡς τῷ γε οὐχ ἥκοντι δίκη
τις ἐπικείσεται. ἀλλ’ ὅστις μὲν ἔχων ὑπακούειν κάθηται, κάτα
 φρονεῖ καὶ δότω δίκη ἡμῖν δὲ ἔδει μὲν ἐξεῖναι τρέχειν,
καθῆσθαι δὲ ἠναγκάσμεθα. τῆς γὰρ δὴ νόσου τὸ μῆκος οὐκ
ἀγνοεῖς, ᾗ προσπαλαίων ὁ νέος νῦν μόλις εἰς ἐλπίδας ἀσγαλείας ἥκει, τροφὴ δὲ αὐτῷ νόμοις ἰατρῶν ἔτι περιγέγραπται.
6. ταῦτα μαθέτω Βάσσος, ταῦτα ἀπολογίαν ποιοῦ καὶ φύλαττε
 τὸ σχῆμα τῷ γε ὑπ’ ἀνάγκης ἀπόντι.
"
